transaction_id,transaction_date,transaction_time,sender_account_id,sender_company,sender_bank,receiver_account_id,receiver_company,receiver_bank,amount_idr,transaction_type,transaction_purpose,risk_score,is_flagged,is_cross_border,reference_number,processing_bank,case_related,scenario
TXN_000017,2023-09-20,15:01:04,ACC_1000119,PT. LEMO JAYA,CIMB Niaga,ACC_1000020,PT. Nadia Humaira,Maybank,351443268,structuring,Transfer modal kerja,69,False,False,REF145130,Mandiri,False,background
TXN_000018,2024-05-19,04:49:24,ACC_1000411,CV KARYA UTAMA,Danamon,ACC_1000134,PT. BORNEO EKA SAWIT TANGGUH,BCA,1853118594,integration,Investasi bisnis,90,True,False,REF760668,Mandiri,False,background
TXN_000019,2025-03-13,15:00:00,ACC_1000389,PT INDAH PERMAI,OCBC NISP,ACC_1000291,PT LESTARI MANDIRI,Danamon,89823826,normal_business,Transfer bisnis normal,18,False,False,REF261778,BNI,False,background
TXN_000020,2025-05-20,00:36:13,ACC_1000418,CV JAYA MAKMUR,CIMB Niaga,ACC_1000019,PT. Multi Jayantara Abadi,Mandiri,47453729,normal_business,Transfer bisnis normal,42,False,False,REF446935,BRI,False,background
TXN_000021,2025-04-07,15:06:19,ACC_1000123,PT. GLOBALINDO AGUNG LESTARI,OCBC NISP,ACC_1000229,PT. KODECO MAMBERAMO,BTN,465887351,normal_business,Transfer bisnis normal,43,False,False,REF996999,BRI,False,background
TXN_000022,2025-04-23,20:21:47,ACC_1000375,UD BERKAH NUSANTARA,Danamon,ACC_1000445,PT HARAPAN BARU,OCBC NISP,61613432,normal_business,Transfer bisnis normal,41,False,False,REF629487,BCA,False,background
TXN_000023,2025-03-24,06:24:11,ACC_1000417,CV KARYA UTAMA,Danamon,ACC_1000427,PT LESTARI MANDIRI,CIMB Niaga,96873896,normal_business,Transfer bisnis normal,46,False,False,REF268483,BNI,False,background
TXN_000024,2024-01-23,01:39:41,ACC_1000034,PT. Batu Sempit Sawit Indonesia,BCA,ACC_1000321,CV KARYA UTAMA,CIMB Niaga,506911220,normal_business,Transfer bisnis normal,35,False,False,REF169473,Mandiri,False,background
TXN_000025,2024-11-29,04:03:03,ACC_1000106,PT. SANGKOWONG SINTA,Maybank,ACC_1000313,UD OMEGA PRIMA,BCA,753319394,normal_business,Transfer bisnis normal,38,False,False,REF599233,BNI,False,background
TXN_000026,2025-01-05,05:09:03,ACC_1000444,PT HARAPAN BARU,Maybank,ACC_1000178,PT. Wira Karya Nusantari,OCBC NISP,24152649,normal_business,Transfer bisnis normal,45,False,False,REF491503,BCA,False,background
TXN_000027,2025-05-16,16:30:28,ACC_1000174,PT. Wira Karya Nusantari,Permata,ACC_1000127,PT. GRAHA INDO SAWIT ANDAL TUNGGAL,BNI,80054509,normal_business,Transfer bisnis normal,28,False,False,REF519110,Mandiri,False,background
TXN_000028,2025-03-26,02:43:46,ACC_1000326,UD MAJU BERSAMA,CIMB Niaga,ACC_1000081,PT. AGRO CITY KALTIM,Maybank,562592631,normal_business,Transfer bisnis normal,49,False,False,REF193880,Mandiri,False,background
TXN_000029,2024-06-16,03:56:48,ACC_1000139,PT. Malindo Jaya Diraja,Maybank,ACC_1000077,PTPN XIII,CIMB Niaga,6138556423,placement,Setoran modal,93,True,False,REF338003,BCA,False,background
TXN_000030,2025-04-05,11:30:22,ACC_1000219,PT. IRMASULINDO BLOK 2,Danamon,ACC_1000031,PT. Sawit Sukses Sejahtera,Mandiri,16460518,normal_business,Transfer bisnis normal,24,False,False,REF581764,BCA,False,background
TXN_000031,2025-04-28,19:26:30,ACC_1000065,PT DITJEN PERIKANAN,BNI,ACC_1000195,PT. Airlangga Sawit Jaya,Maybank,66409655,normal_business,Transfer bisnis normal,4,False,False,REF925676,Mandiri,False,background
TXN_000032,2024-02-24,07:34:00,ACC_1000180,PT. Khatulistiwa Agro Abadi,Danamon,ACC_1000004,PT. Dewi Anthika Bahari,BCA,68699294,normal_business,Transfer bisnis normal,28,False,False,REF285460,BRI,False,background
TXN_000033,2025-04-08,15:53:01,ACC_1000393,PT HARAPAN BARU,Danamon,ACC_1000158,PT. Sawita Karya Manunggal (SKM),BCA,108355410,normal_business,Transfer bisnis normal,48,False,False,REF254326,BCA,False,background
TXN_000034,2025-05-09,16:16:10,ACC_1000043,PT. Manggala Dharma Putra,Mandiri,ACC_1000419,CV JAYA MAKMUR,Permata,1141031681,layering,Transfer antar perusahaan,94,True,False,REF314849,Mandiri,False,background
TXN_000035,2025-04-05,07:23:57,ACC_1000292,PT LESTARI MANDIRI,BNI,ACC_1000370,CV EMAS KENCANA,BNI,3754824542,placement,Setoran modal,100,True,False,REF355765,BRI,False,background
TXN_000036,2025-05-15,17:36:07,ACC_1000253,PTGUNUNG SYNAJI,Permata,ACC_1000029,PT. Sawit Sukses Sejahtera,BTN,5301314595,placement,Setoran modal,100,True,False,REF940852,BRI,False,background
TXN_000037,2024-02-03,04:08:38,ACC_1000335,PT GEMILANG ABADI,OCBC NISP,ACC_1000337,PT HARAPAN BARU,BRI,796635815,normal_business,Transfer bisnis normal,13,False,False,REF962742,Mandiri,False,background
TXN_000038,2025-03-24,09:20:41,ACC_1000069,PT. ADI HARDIAN BERSAUDARA,CIMB Niaga,ACC_1000094,PT. SURYA MAS CITRA PERKASA,BRI,39402987,normal_business,Transfer bisnis normal,9,False,False,REF608555,BNI,False,background
TXN_000039,2024-01-15,09:04:43,ACC_1000202,PT. Buana Tunas Sejahtera,Danamon,ACC_1000077,PTPN XIII,CIMB Niaga,8540563148,placement,Setoran modal,86,True,True,REF476625,BNI,False,background
TXN_000040,2023-07-06,05:26:01,ACC_1000097,PT. BERKAH ALAM FAJAR MAS,CIMB Niaga,ACC_1000123,PT. GLOBALINDO AGUNG LESTARI,OCBC NISP,705809273,layering,Transfer antar perusahaan,76,True,False,REF641132,BRI,False,background
TXN_000041,2024-01-06,04:19:56,ACC_1000010,PT. Imperindo Hasta Eka,Danamon,ACC_1000233,PT. KODECO MAMBERAMO,Mandiri,94215389,normal_business,Transfer bisnis normal,26,False,False,REF167479,BRI,False,background
TXN_000042,2024-06-25,10:52:41,ACC_1000332,PT GEMILANG ABADI,BRI,ACC_1000288,PT LESTARI MANDIRI,CIMB Niaga,3579002786,placement,Setoran modal,100,True,False,REF920734,BNI,False,background
TXN_000043,2024-02-01,11:51:41,ACC_1000388,PT INDAH PERMAI,Permata,ACC_1000075,PT. TANAH TUNJUNG PLATEU,Maybank,30282812,normal_business,Transfer bisnis normal,40,False,False,REF463907,BCA,False,background
TXN_000044,2024-05-27,15:54:33,ACC_1000366,UD MAJU BERSAMA,Danamon,ACC_1000302,PT LESTARI MANDIRI,Mandiri,2351567171,normal_business,Transfer bisnis normal,24,False,False,REF227328,Mandiri,False,background
TXN_000045,2025-05-28,16:38:07,ACC_1000246,PT. KAWISAN CENTRAL ASIA,Danamon,ACC_1000170,PT. Surya Mukti Perkasa,BCA,363418128,structuring,Transfer modal kerja,65,False,False,REF681456,BNI,False,background
TXN_000046,2024-04-29,12:26:41,ACC_1000282,PT LESTARI MANDIRI,BRI,ACC_1000392,PT HARAPAN BARU,OCBC NISP,56413142,normal_business,Transfer bisnis normal,27,False,False,REF436503,BCA,False,background
TXN_000047,2023-10-29,20:44:17,ACC_1000026,PT. Sebatin,OCBC NISP,ACC_1000403,CV PRIMA SEJAHTERA,Maybank,7224207,normal_business,Transfer bisnis normal,24,False,False,REF790628,BCA,False,background
TXN_000048,2024-05-02,16:06:59,ACC_1000224,PT. NUSA IRIAN JAYA INDAH,BNI,ACC_1000300,PT LESTARI MANDIRI,BNI,4277088661,normal_business,Transfer bisnis normal,29,False,False,REF191969,BCA,False,background
TXN_000049,2025-04-08,15:45:20,ACC_1000370,CV EMAS KENCANA,BNI,ACC_1000099,PT. BERKAH ALAM FAJAR MAS,Danamon,3874394455,normal_business,Transfer bisnis normal,44,False,False,REF369572,BRI,False,background
TXN_000050,2023-08-11,07:40:45,ACC_1000398,CV PRIMA SEJAHTERA,BTN,ACC_1000317,CV KARYA UTAMA,BRI,324143542,structuring,Transfer modal kerja,94,True,False,REF830045,BRI,False,background
TXN_000051,2024-08-17,21:01:22,ACC_1000049,PT. Mega Benua Utama,BTN,ACC_1000352,CV KARYA UTAMA,CIMB Niaga,42366242,normal_business,Transfer bisnis normal,21,False,False,REF975533,Mandiri,False,background
TXN_000052,2023-10-13,05:00:40,ACC_1000265,PT. INCASI RAYA,CIMB Niaga,ACC_1000242,PT. HASFARM NAPU,CIMB Niaga,4684057738,normal_business,Transfer bisnis normal,0,False,False,REF147389,BNI,False,background
TXN_000053,2023-11-19,15:42:01,ACC_1000290,PT LESTARI MANDIRI,Maybank,ACC_1000393,PT HARAPAN BARU,Danamon,70759571,normal_business,Transfer bisnis normal,51,False,False,REF573258,BNI,False,background
TXN_000054,2025-04-29,17:57:40,ACC_1000223,PT. IRMASULINDO BLOK 2,Mandiri,ACC_1000258,PT. PERKEBUNAN I (SEBULUSSALAM),BNI,2163961,normal_business,Transfer bisnis normal,18,False,False,REF673392,BNI,False,background
TXN_000055,2025-03-27,22:32:57,ACC_1000137,PT. BORNEO EKA SAWIT TANGGUH,Permata,ACC_1000050,PT. Wara Nusantara,Maybank,851055479,normal_business,Transfer bisnis normal,11,False,False,REF152169,BNI,False,background
TXN_000056,2024-10-10,09:42:06,ACC_1000355,CV NUSA INDAH,BRI,ACC_1000330,UD MAJU BERSAMA,Maybank,19395931,normal_business,Transfer bisnis normal,24,False,False,REF264020,Mandiri,False,background
TXN_000057,2023-06-08,12:41:36,ACC_1000177,PT. Wira Karya Nusantari,Danamon,ACC_1000433,UD MAJU BERSAMA,BTN,1850593052,layering,Transfer antar perusahaan,92,True,False,REF796377,BCA,False,background
TXN_000058,2025-03-05,21:31:36,ACC_1000428,UD MAJU BERSAMA,OCBC NISP,ACC_1000082,PT. AGRO CITY KALTIM,Maybank,39773945,normal_business,Transfer bisnis normal,27,False,False,REF971539,BCA,False,background
TXN_000059,2023-09-04,03:33:45,ACC_1000062,PT DITJEN PERIKANAN,BRI,ACC_1000029,PT. Sawit Sukses Sejahtera,BTN,393810083,structuring,Transfer modal kerja,91,True,False,REF589060,BCA,False,background
TXN_000060,2025-05-17,04:24:54,ACC_1000126,PT. GRAHA INDO SAWIT ANDAL TUNGGAL,OCBC NISP,ACC_1000377,UD BERKAH NUSANTARA,BCA,4299260775,placement,Setoran modal,100,True,False,REF473314,BNI,False,background
TXN_000061,2024-06-22,02:29:37,ACC_1000406,PT HARAPAN BARU,Mandiri,ACC_1000133,PT. RIMBA SAWIT UTAMA PLANINDO,BRI,8990817926,placement,Setoran modal,100,True,False,REF527032,BCA,False,background
TXN_000062,2025-05-16,00:43:46,ACC_1000267,PT. CIMELATI UTAMA,BTN,ACC_1000113,PT. PULANG PISAU PERDANA,BTN,425734855,normal_business,Transfer bisnis normal,15,False,False,REF838467,BCA,False,background
TXN_000063,2024-04-29,11:42:26,ACC_1000029,PT. Sawit Sukses Sejahtera,BTN,ACC_1000228,PT. VARITA MAJUTAMA (BLOK A),BRI,69009901,normal_business,Transfer bisnis normal,40,False,False,REF325824,BCA,False,background
TXN_000064,2025-05-26,01:29:07,ACC_1000088,PT. WANA SAWIT SUBUR LESTARI,Danamon,ACC_1000351,CV KARYA UTAMA,OCBC NISP,39467172,normal_business,Transfer bisnis normal,47,False,False,REF198504,BRI,False,background
TXN_000065,2024-01-30,17:09:10,ACC_1000363,UD MAJU BERSAMA,BNI,ACC_1000193,PT. Jalin Vaneo,BRI,63942423,normal_business,Transfer bisnis normal,43,False,False,REF845059,BRI,False,background
TXN_000066,2025-04-03,20:25:26,ACC_1000086,PT. WANA SAWIT SUBUR LESTARI,BTN,ACC_1000285,UD MAJU BERSAMA,BTN,7351568436,placement,Setoran modal,100,True,False,REF392806,Mandiri,False,background
TXN_000067,2024-01-17,15:21:17,ACC_1000214,PT. HENRISON INTI PERSADA,Maybank,ACC_1000231,PT. KODECO MAMBERAMO,CIMB Niaga,382717342,normal_business,Transfer bisnis normal,25,False,False,REF841953,BRI,False,background
TXN_000068,2025-04-12,17:38:28,ACC_1000092,PT. SURYA MAS CITRA PERKASA,OCBC NISP,ACC_1000173,PT. Sepanjang Inti Surya Abadi,BTN,16600686,normal_business,Transfer bisnis normal,9,False,False,REF469815,Mandiri,False,background
TXN_000069,2025-04-15,13:31:10,ACC_1000178,PT. Wira Karya Nusantari,OCBC NISP,ACC_1000116,PT. LEMO JAYA,OCBC NISP,3525426813,placement,Setoran modal,100,True,False,REF635550,BCA,False,background
TXN_000070,2024-10-18,13:06:43,ACC_1000337,PT HARAPAN BARU,BRI,ACC_1000441,UD MAJU BERSAMA,Permata,67192772,normal_business,Transfer bisnis normal,36,False,False,REF124929,BRI,False,background
TXN_000071,2024-04-08,20:17:56,ACC_1000399,CV PRIMA SEJAHTERA,Permata,ACC_1000441,UD MAJU BERSAMA,Permata,884440377,normal_business,Transfer bisnis normal,40,False,False,REF793067,Mandiri,False,background
TXN_000072,2024-08-30,14:36:00,ACC_1000263,PT. ACEH TIMUR RUBBER COY,Danamon,ACC_1000431,UD MAJU BERSAMA,BCA,29053170,normal_business,Transfer bisnis normal,18,False,False,REF326281,BRI,False,background
TXN_000073,2024-05-12,00:09:18,ACC_1000348,CV KARYA UTAMA,OCBC NISP,ACC_1000007,PT. Dewi Anthika Bahari,OCBC NISP,18789879,normal_business,Transfer bisnis normal,35,False,True,REF646046,BNI,False,background
TXN_000074,2024-12-07,13:41:51,ACC_1000127,PT. GRAHA INDO SAWIT ANDAL TUNGGAL,BNI,ACC_1000040,PT. Uni Andalan Utama,BNI,267455529,layering,Transfer antar perusahaan,80,True,False,REF742166,BNI,False,background
TXN_000075,2025-04-17,07:00:21,ACC_1000101,PT. KAHAYAN AGRO LESTARI,CIMB Niaga,ACC_1000406,PT HARAPAN BARU,Mandiri,8314378,normal_business,Transfer bisnis normal,44,False,False,REF118251,BCA,False,background
TXN_000076,2023-08-07,13:08:57,ACC_1000338,PT HARAPAN BARU,BNI,ACC_1000160,PT. Golden Land Makmur,Mandiri,49965470,normal_business,Transfer bisnis normal,22,False,False,REF237744,Mandiri,False,background
TXN_000077,2025-05-31,05:39:42,ACC_1000366,UD MAJU BERSAMA,Danamon,ACC_1000132,PT. RIMBA SAWIT UTAMA PLANINDO,Permata,24081834,normal_business,Transfer bisnis normal,43,False,False,REF399367,BNI,False,background
TXN_000078,2025-03-09,10:44:22,ACC_1000376,UD BERKAH NUSANTARA,BRI,ACC_1000289,PT LESTARI MANDIRI,BCA,73002726,normal_business,Transfer bisnis normal,39,False,False,REF262343,BRI,False,background
TXN_000079,2023-09-01,18:14:40,ACC_1000371,CV EMAS KENCANA,Mandiri,ACC_1000343,PT HARAPAN BARU,BCA,357928255,structuring,Transfer modal kerja,87,True,False,REF165780,BNI,False,background
TXN_000080,2023-08-16,09:35:32,ACC_1000093,PT. SURYA MAS CITRA PERKASA,Permata,ACC_1000343,PT HARAPAN BARU,BCA,914357672,normal_business,Transfer bisnis normal,37,False,False,REF451858,BCA,False,background
TXN_000081,2025-05-26,13:29:20,ACC_1000227,PT. VARITA MAJUTAMA (BLOK A),CIMB Niaga,ACC_1000376,UD BERKAH NUSANTARA,BRI,28496661,normal_business,Transfer bisnis normal,49,False,False,REF996701,BRI,False,background
TXN_000082,2024-03-07,00:03:14,ACC_1000207,PT. Bumi Suka Swakarsa,Permata,ACC_1000382,PT GEMILANG ABADI,Mandiri,51761312,normal_business,Transfer bisnis normal,37,False,False,REF633028,BCA,False,background
TXN_000083,2024-07-12,07:34:55,ACC_1000335,PT GEMILANG ABADI,OCBC NISP,ACC_1000218,PT. IRMASULINDO BLOK 2,Danamon,177959312,normal_business,Transfer bisnis normal,41,False,False,REF550137,BNI,False,background
TXN_000084,2023-12-28,15:54:56,ACC_1000299,PT LESTARI MANDIRI,BCA,ACC_1000300,PT LESTARI MANDIRI,BNI,46471190,normal_business,Transfer bisnis normal,46,False,False,REF474536,BNI,False,background
TXN_000085,2025-03-22,07:07:16,ACC_1000340,PT HARAPAN BARU,BTN,ACC_1000202,PT. Buana Tunas Sejahtera,Danamon,2654269294,placement,Setoran modal,100,True,False,REF837775,Mandiri,False,background
TXN_000086,2023-09-10,12:30:01,ACC_1000417,CV KARYA UTAMA,Danamon,ACC_1000450,PT CAHAYA MANDIRI,CIMB Niaga,1703141992,normal_business,Transfer bisnis normal,44,False,False,REF620160,BCA,False,background
TXN_000087,2024-06-10,00:17:12,ACC_1000340,PT HARAPAN BARU,BTN,ACC_1000152,PT. Bersama Sejahtera Sakti,BTN,5528186368,placement,Setoran modal,100,True,False,REF299069,BNI,False,background
TXN_000088,2025-05-28,03:54:21,ACC_1000415,CV KARYA UTAMA,Permata,ACC_1000327,UD MAJU BERSAMA,Maybank,50644603,normal_business,Transfer bisnis normal,41,False,False,REF984850,BCA,False,background
TXN_000089,2025-05-16,17:52:36,ACC_1000369,UD MAJU BERSAMA,BRI,ACC_1000261,PT. BAHRUNY,OCBC NISP,337334344,layering,Transfer antar perusahaan,100,True,False,REF757773,BNI,False,background
TXN_000090,2025-04-07,11:09:01,ACC_1000193,PT. Jalin Vaneo,BRI,ACC_1000330,UD MAJU BERSAMA,Maybank,4371014363,normal_business,Transfer bisnis normal,45,False,False,REF402996,BCA,False,background
TXN_000091,2024-08-14,09:20:44,ACC_1000076,PTPN XIII,CIMB Niaga,ACC_1000101,PT. KAHAYAN AGRO LESTARI,CIMB Niaga,584883461,normal_business,Transfer bisnis normal,28,False,False,REF263870,BCA,False,background
TXN_000092,2024-10-12,20:30:00,ACC_1000109,PT. SANGKOWONG SINTA,Mandiri,ACC_1000330,UD MAJU BERSAMA,Maybank,41754603,normal_business,Transfer bisnis normal,47,False,False,REF491113,Mandiri,False,background
TXN_000093,2025-03-16,23:30:59,ACC_1000270,PT. CIMELATI UTAMA,OCBC NISP,ACC_1000317,CV KARYA UTAMA,BRI,3533960897,normal_business,Transfer bisnis normal,24,False,False,REF300100,BCA,False,background
TXN_000094,2023-06-06,12:39:59,ACC_1000045,PT. Manggala Dharma Putra,BNI,ACC_1000021,PT. Kartika Propitaganda,BCA,5789577460,placement,Setoran modal,86,True,False,REF255495,Mandiri,False,background
TXN_000095,2024-03-11,22:24:34,ACC_1000331,PT GEMILANG ABADI,OCBC NISP,ACC_1000218,PT. IRMASULINDO BLOK 2,Danamon,378363660,structuring,Transfer modal kerja,83,True,False,REF772959,BRI,False,background
TXN_000096,2025-04-17,16:02:12,ACC_1000008,PT. Imperindo Hasta Eka,Permata,ACC_1000422,CV JAYA MAKMUR,BRI,927500172,normal_business,Transfer bisnis normal,53,False,False,REF500018,BRI,False,background
TXN_000097,2023-09-13,10:24:13,ACC_1000194,PT. Airlangga Sawit Jaya,Danamon,ACC_1000026,PT. Sebatin,OCBC NISP,70550066,normal_business,Transfer bisnis normal,27,False,False,REF292205,Mandiri,False,background
TXN_000098,2025-04-29,17:08:51,ACC_1000451,PT CAHAYA MANDIRI,OCBC NISP,ACC_1000278,PT LESTARI MANDIRI,BNI,2947175368,placement,Setoran modal,92,True,False,REF943641,BRI,False,background
TXN_000099,2024-01-13,13:46:57,ACC_1000446,PT HARAPAN BARU,OCBC NISP,ACC_1000093,PT. SURYA MAS CITRA PERKASA,Permata,86562112,normal_business,Transfer bisnis normal,31,False,False,REF236335,BCA,False,background
TXN_000100,2024-01-26,13:32:35,ACC_1000341,PT HARAPAN BARU,BCA,ACC_1000040,PT. Uni Andalan Utama,BNI,343969213,structuring,Transfer modal kerja,90,True,False,REF330567,BNI,False,background
TXN_000101,2024-03-13,13:57:01,ACC_1000025,PT. Sebatin,BTN,ACC_1000428,UD MAJU BERSAMA,OCBC NISP,89160881,normal_business,Transfer bisnis normal,16,False,False,REF511723,Mandiri,False,background
TXN_000102,2025-05-25,17:52:44,ACC_1000326,UD MAJU BERSAMA,CIMB Niaga,ACC_1000168,PT. Kaliau Mas Perkasa,BTN,20342819,normal_business,Transfer bisnis normal,37,False,False,REF411103,BRI,False,background
TXN_000103,2024-08-18,03:43:24,ACC_1000317,CV KARYA UTAMA,BRI,ACC_1000306,PT HARAPAN BARU,Maybank,78022025,normal_business,Transfer bisnis normal,35,False,False,REF370096,Mandiri,False,background
TXN_000104,2023-08-25,07:32:45,ACC_1000125,PT. GRAHA INDO SAWIT ANDAL TUNGGAL,BTN,ACC_1000133,PT. RIMBA SAWIT UTAMA PLANINDO,BRI,98159654,normal_business,Transfer bisnis normal,23,False,False,REF460111,Mandiri,False,background
TXN_000105,2024-03-21,19:08:41,ACC_1000306,PT HARAPAN BARU,Maybank,ACC_1000293,PT LESTARI MANDIRI,Danamon,73905986,normal_business,Transfer bisnis normal,27,False,False,REF816564,Mandiri,False,background
TXN_000106,2025-05-03,07:07:06,ACC_1000182,PT. Khatulistiwa Agro Abadi,BRI,ACC_1000440,UD MAJU BERSAMA,Permata,89512823,normal_business,Transfer bisnis normal,31,False,False,REF219051,BCA,False,background
TXN_000107,2025-05-15,17:53:39,ACC_1000453,PT CAHAYA MANDIRI,Maybank,ACC_1000425,PT LESTARI MANDIRI,BCA,1153168436,layering,Transfer antar perusahaan,99,True,False,REF172200,BRI,False,background
TXN_000108,2025-03-13,00:22:35,ACC_1000172,PT. Surya Mukti Perkasa,Mandiri,ACC_1000185,PT. Kayung Agro Lestari,CIMB Niaga,6281710647,placement,Setoran modal,86,True,False,REF289023,BCA,False,background
TXN_000109,2024-06-07,05:54:33,ACC_1000388,PT INDAH PERMAI,Permata,ACC_1000351,CV KARYA UTAMA,OCBC NISP,360697843,structuring,Transfer modal kerja,100,True,False,REF987071,Mandiri,False,background
TXN_000110,2025-02-04,19:03:33,ACC_1000397,CV PRIMA SEJAHTERA,Maybank,ACC_1000345,CV KARYA UTAMA,Mandiri,699628810,normal_business,Transfer bisnis normal,32,False,False,REF661619,BRI,False,background
TXN_000111,2023-08-22,03:21:14,ACC_1000411,CV KARYA UTAMA,Danamon,ACC_1000080,PT. AGRO CITY KALTIM,CIMB Niaga,8476163733,placement,Setoran modal,100,True,False,REF726462,BRI,False,background
TXN_000112,2025-05-16,03:40:04,ACC_1000415,CV KARYA UTAMA,Permata,ACC_1000234,PT. KODECO MAMBERAMO,BTN,773706617,normal_business,Transfer bisnis normal,31,False,False,REF252249,BNI,False,background
TXN_000113,2025-01-18,14:53:10,ACC_1000179,PT. Wira Karya Nusantari,Mandiri,ACC_1000056,PT. Kaltim Bangun Jaya,CIMB Niaga,13499721,normal_business,Transfer bisnis normal,19,False,False,REF700103,Mandiri,False,background
TXN_000114,2023-06-27,23:51:29,ACC_1000118,PT. LEMO JAYA,BCA,ACC_1000137,PT. BORNEO EKA SAWIT TANGGUH,Permata,989483463,integration,Investasi bisnis,79,True,False,REF380761,BCA,False,background
TXN_000115,2025-03-31,11:44:29,ACC_1000416,CV KARYA UTAMA,Maybank,ACC_1000219,PT. IRMASULINDO BLOK 2,Danamon,343019267,structuring,Transfer modal kerja,100,True,False,REF489517,BCA,False,background
TXN_000116,2024-03-22,21:51:23,ACC_1000337,PT HARAPAN BARU,BRI,ACC_1000437,UD MAJU BERSAMA,OCBC NISP,106876988,normal_business,Transfer bisnis normal,27,False,False,REF683557,BRI,False,background
TXN_000117,2023-08-26,11:39:12,ACC_1000376,UD BERKAH NUSANTARA,BRI,ACC_1000191,PT. Jalin Vaneo,Permata,216893802,normal_business,Transfer bisnis normal,22,False,False,REF740245,BNI,False,background
TXN_000118,2025-03-03,19:09:05,ACC_1000134,PT. BORNEO EKA SAWIT TANGGUH,BCA,ACC_1000268,PT. CIMELATI UTAMA,Permata,3728225765,placement,Setoran modal,91,True,False,REF120033,BCA,False,background
